State,Visits,Value
000000000000000000000000000000000000000100,40,0.1
000000000000000000000000000000000001000102,1,-1.0
000000000000000000000000000000010001002102,1,-1.0
000000000000000000000000200010010001002102,1,-1.0
000000000000000000000000200010011021002102,1,-1.0
000000000000000000000100220010011021002102,1,-1.0
000000000000002001000100220010011021002102,1,-1.0
000000020000002001000100220110011021002102,1,-1.0
000000020000002001200100220110011021002112,1,-1.0
000000020020002001200100220110011121002112,1,-1.0
000000000000000000000000000000000000000010,26,0.15384615384615385
000000000000000000000000000000000000001012,1,1.0
000000000000000000000000000000000100021012,2,0.0
000000000000000000000000100000020100021012,1,1.0
000000000000000000000000102000020110021012,1,1.0
000000000000000000020000102000020110021112,1,1.0
000001000000200000020000102000020110021112,1,1.0
000001000000200000020000102200120110021112,1,1.0
000001000000200000020000112200122110021112,1,1.0
000001000000200000122000112200122110021112,1,1.0
000001000000220000122000112200122110121112,1,1.0
000000000000000000000000000000000000001000,69,0.2173913043478261
000000000000000000000000000000000000001201,5,0.2
000000000000000000000000000000021000001201,1,1.0
000000000000000000000000100000021002001201,1,1.0
000000000000000000100000120000021002001201,1,1.0
000000000000000000100000120000021012201201,1,1.0
000000000000000000100010120002021012201201,1,1.0
000000000000000000100010120122021012201201,1,1.0
000000000001000000102010120122021012201201,1,1.0
000000000001020000102010120122021012201211,1,1.0
000000000001020000102010120122121012221211,1,1.0
000000200001020000102011120122121012221211,1,1.0
000000200001020010102211120122121012221211,1,1.0
000000000000000000000000000000000010000012,1,1.0
000000000000000000000000000200000110000012,1,1.0
000000000000000000000000001200000110020012,1,1.0
000000000000000000010000001200000110220012,1,1.0
000000000000000000000000000000010000001020,3,1.0
000000000000000001000000200000010000001020,1,1.0
000000000000000001000000200000010100021020,1,1.0
000000000010000001000000200000210100021020,1,1.0
000000000010000011000002200000210100021020,1,1.0
000000000010000011000002201000210100221020,1,1.0
000000000010000011020002201000210100221021,1,1.0
000000000210000011020002201000210110221021,1,1.0
000000000210000011021002201200210110221021,1,1.0
000000000210000011021012201202210110221021,1,1.0
000200000210010011021012201202210110221021,1,1.0
000200000210210011021012201202210110221121,1,1.0
000200100210210211021012201202210110221121,1,1.0
000200100210210211021012211202212110221121,1,1.0
000000000000000000000000000000000000000001,20,-0.4
000000000000000000000000000000001000000201,2,0.0
000000000000000000000000000000001000200211,1,-1.0
000000000000000000000000010002001000200211,1,-1.0
000000000000000000000000010002001000212211,1,-1.0
000000000000000000200010010002001000212211,1,-1.0
000000000000000000200010010002201010212211,1,-1.0
000000000000000000200011010002201210212211,1,-1.0
000000000000000000200011010202201211212211,1,-1.0
000000000000000210200011010202201211212211,1,-1.0
000000000000000210200011011222201211212211,1,-1.0
000000000000000000000000000000000001000000,7,-0.14285714285714288
000000000000000000000000000000000001001200,4,-1.0
000000000000000000000000000000012001001200,1,-1.0
000000000000000000000000020000012001101200,1,-1.0
000000000000000000000000000000000000010000,26,0.6153846153846154
000000000000000000000000000000000000010201,3,0.33333333333333337
000000000000000000000000000000001000210201,1,1.0
000000000000000000000000010000201000210201,1,1.0
000000000000000000000000010000201020211201,1,1.0
000000000000000000100000010002201020211201,1,1.0
000000000001000000100020010002201020211201,1,1.0
000000000000000000000000000000000010020001,1,-1.0
000000000000000000000000000000000011022001,1,-1.0
000000000000000000000000000100000011022201,1,-1.0
000000000000000000000000000000000000120100,2,0.0
000000000000000000000000000000010000122100,2,1.0
000000000000000000000001000000210000122100,1,1.0
000000000000000000000001000001210000122102,1,1.0
000000000000000010000001000001210020122102,1,1.0
000000000000000010001001000201210020122102,1,1.0
000000000200000010001001000201211020122102,1,1.0
000000000200000011001001200201211020122102,1,1.0
000000000220000011001001210201211020122102,1,1.0
000000000220000011101001210201211022122102,1,1.0
000000000000000000000000000000000000010102,4,0.5
000000000000000000000000000001000000210102,1,1.0
000000000000000000000000000001200000210112,1,1.0
000000000000000000000000000001200020211112,1,1.0
000000000000000000000000000000000000001102,2,-1.0
000000000000000000000000000000000100001122,1,-1.0
000000000000000000000000000000001100201122,1,-1.0
000000000000000000000000000000021110201122,1,-1.0
000000000000000000000000012000021110201122,1,-1.0
000000000000000000200000112000021110201122,1,-1.0
000000000002000001200000112000021110201122,1,-1.0
000000000002000001210000112000021110221122,1,-1.0
000000000022000001210000112000121110221122,1,-1.0
000000000022000011210002112000121110221122,1,-1.0
000000000222000011210002112100121110221122,1,-1.0
000000000000000000000000000000000000100000,15,-0.06666666666666665
000000000000000000000000000000000000120010,2,0.0
000000000000000000000010000002000000120010,1,-1.0
000000000000000000000010000002000201120010,1,-1.0
000000000000000100000010000002200201120010,1,-1.0
000000000000000100000010002002200201120110,1,-1.0
000000000000000100020010002002200201120111,1,-1.0
000000000000000000000000000000000000102010,2,0.0
000000000000000000000000000001000200102010,1,-1.0
000000000000000000000020000001000200102011,1,-1.0
000000000000000000000020100001020200102011,1,-1.0
000000000000000200000020101001020200102011,1,-1.0
000000000000000200020020101001020210102011,1,-1.0
000000002000000200020020101101020210102011,1,-1.0
000000000000000000000000000000000000010021,1,1.0
000000000000000000000000000000200100010021,1,1.0
000000000000000000000001000000200102010021,1,1.0
000000000000000000000101000020200102010021,1,1.0
000000000000000000000101000020200122011021,1,1.0
000000000000000000000101002020200122111021,1,1.0
000000000000000000000101002020220122111121,1,1.0
000000000000000000000000000000002000120101,1,-1.0
000000000000000000000000000000002010122101,1,-1.0
000000000000000000000000000000212010122101,1,-1.0
000000000000000000000000020100212010122101,1,-1.0
000000000000000000002000120100212010122101,1,-1.0
000000000000000000202001120100212010122101,1,-1.0
000000000000000000000000000000002000000110,1,-1.0
000000000000000000000000020000002000010110,1,-1.0
000000000000000000100000020000002000012110,1,-1.0
000000000000000000100000020000202100012110,1,-1.0
000000000000000000100000021000202100012112,1,-1.0
000000000000000000120001021000202100012112,1,-1.0
000000000000000010120001021000222100012112,1,-1.0
000000000000000011120001221000222100012112,1,-1.0
000000000000000011120001221000222121012112,1,-1.0
000000000000000011120001221210222121012112,1,-1.0
000000000000000000000000000000000000002110,3,1.0
000000000000000000000000000000010200002110,1,1.0
000000000000000000000000102000010200002110,1,1.0
000000000000000000000000102000010200122110,1,1.0
000000000000000000000001102000210200122110,1,1.0
000000000000000001000001102000212200122110,1,1.0
000000000010000001020001102000212200122110,1,1.0
000000000000000000000000000000000000212110,1,1.0
000000000000000000000001000000200000212110,1,1.0
000000000000000000000001000000210000212112,1,1.0
000000000000000000000001100000212000212112,1,1.0
000000000000000000100001120000212000212112,1,1.0
000000000000000001100001120000212200212112,1,1.0
000000000010000001100001120002212200212112,1,1.0
000000000000000000000000000000100000021000,2,1.0
000000000000000000000000000000110000021200,1,1.0
000000000000000000000000200000111000021200,1,1.0
000000000000000000000000220000111000121200,1,1.0
000000000000000000000010220002111000121200,1,1.0
000000000000000002000010220002111001121200,1,1.0
000100000020000002000010220002111001121200,1,1.0
000100000020000002000011220002111001121202,1,1.0
000100000020000002000011220002111101121222,1,1.0
000000000000000000000000000000000000110020,1,1.0
000000000000000000000000000000000000111220,1,1.0
000000000000000000000000000000020001111220,1,1.0
000000000000000000000000000000001000000120,1,1.0
000000000000000000000000020000001000010120,1,1.0
000000000000000000000000020000101000210120,1,1.0
000000000000000000200000020001101000210120,1,1.0
000010000002000000200000020001101000210120,1,1.0
000010000002000000200000020001101000211122,1,1.0
000010000002000000200020020001111000211122,1,1.0
000000000000000000000000000000000000201100,2,0.0
000000000000000000000000000000012000201100,1,-1.0
000000000000000000000000010000012000201120,1,-1.0
000000000000000000000000210000012000201121,1,-1.0
000000000000000000200000210000012100201121,1,-1.0
000000000010000002200000210000012100201121,1,-1.0
000000000010000002200000210000112100221121,1,-1.0
000200000010000002200000210000112110221121,1,-1.0
000200000010000012200002210000112110221121,1,-1.0
000200000011000012200002210002112110221121,1,-1.0
000000000000000000000000000000000000001021,2,0.0
000000000000000000000000000000000010201021,1,1.0
000000000000000000001000000200000010201021,1,1.0
000000000000000000001000001200000210201021,1,1.0
000000000000000000011000001200000210221021,1,1.0
000000000000100000011000001202000210221021,1,1.0
000001000000100000011000001202020210221021,1,1.0
000000000000000000000000000000010000002100,5,0.2
000000000000000000000000200000011000002100,1,-1.0
000000000000000000100000220000011000002100,1,-1.0
000000000000000000100000220000011000212100,1,-1.0
000000000010000002100000220000011000212100,1,-1.0
000000000010000002100000220000111000212102,1,-1.0
000000000010000002100001220002111000212102,1,-1.0
000000000010000022100001220002111001212102,1,-1.0
000000000210000022100001220002111011212102,1,-1.0
000000000210000022100011220202111011212102,1,-1.0
000000000210000222100011220202111011212112,1,-1.0
000000000000000000000000000000010000002001,1,-1.0
000000000000000000000000000000010000212001,1,-1.0
000000000000000000000000000000110000212201,1,-1.0
000000000000000000000000100000112000212201,1,-1.0
000000000000000001000002100000112000212201,1,-1.0
000000000020000001000002100000112010212201,1,-1.0
000000000020000001100002120000112010212201,1,-1.0
000000000021000001100002120002112010212201,1,-1.0
000000000021000011100022120002112010212201,1,-1.0
000000000000000000000000000000000000201010,1,-1.0
000000000000000000000000000000001000201210,1,-1.0
000000000000000000000000020000001000201211,1,-1.0
000000000000000000000000020000021010201211,1,-1.0
000000000000000000000000220100021010201211,1,-1.0
000000000000000000002000220101021010201211,1,-1.0
000000000010000002002000220101021010201211,1,-1.0
000000000011000002202000220101021010201211,1,-1.0
000000000011020002202010220101021010201211,1,-1.0
000200000011020102202010220101021010201211,1,-1.0
000200002011020102202010220101021011201211,1,-1.0
000220002011020102202010220111021011201211,1,-1.0
000220202011020102202010220111021111201211,1,-1.0
000220202011020102202110222111021111201211,1,-1.0
000000000000000000000000000000000000020101,1,-1.0
000000000000000000000000010000002000020101,1,-1.0
000000000000000000000000010000002100020121,1,-1.0
000000000000000000100000010000002120020121,1,-1.0
000000000000000000100000012100002120020121,1,-1.0
000000000000000000102000012100002120021121,1,-1.0
000000000001000000102000012100202120021121,1,-1.0
000020000001000000102000012100212120021121,1,-1.0
000020000001000000112002012100212120021121,1,-1.0
000000000000000000000000000000000000012010,3,0.3333333333333333
000000000000000000000000000000020001012010,1,-1.0
000000000000000001000000200000020001012010,1,-1.0
000000000020000001000000200000120001012010,1,-1.0
000000000020000001000002200000120001012110,1,-1.0
000000000020000001000002201000120201012110,1,-1.0
000000000020000011000002201000122201012110,1,-1.0
000000000020000011010002221000122201012110,1,-1.0
000000000020100011210002221000122201012110,1,-1.0
000002000021100011210002221000122201012110,1,-1.0
000122000021100011210002221000122201012110,1,-1.0
000122000021100011210102221020122201012110,1,-1.0
000122000021100011210102221020122211012112,1,-1.0
000122000021101011210102221220122211012112,1,-1.0
000122020021101011211102221220122211012112,1,-1.0
000122020221101011211102221220122211112112,1,-1.0
000122020221121011211102221221122211112112,1,-1.0
002122020221121011211112221221122211112112,1,-1.0
000000000000000000000000000000000200000110,1,-1.0
000000000000000000000000000000000200102110,1,-1.0
000000000000000000000000000000012200102110,1,-1.0
000000000000000000000000102000012200102110,1,-1.0
000000000000000001020000102000012200102110,1,-1.0
000000000000000000000000000000001000010200,1,1.0
000000000000000000000000000000201000011200,1,1.0
000000000000000000000000100000221000011200,1,1.0
000000000000000000000001100000221002011200,1,1.0
000000000000000010000001120000221002011200,1,1.0
000000000000000011000001120000221002011220,1,1.0
000000000010000011000001120020221002011220,1,1.0
000200000010000011000101120020221002011220,1,1.0
000200010010002011000101120020221002011220,1,1.0
000200010010002011000101120021221002211220,1,1.0
000200010010002011000111120021221002211222,1,1.0
000000000000000000000000000000000000021001,4,-0.5
000000000000000000000000000000000000221101,1,-1.0
000000000000000000000000000000001000221121,1,-1.0
000000000000000000000000000001201000221121,1,-1.0
000000000000000010000002000001201000221121,1,-1.0
000000000000000010000002100001221000221121,1,-1.0
000000000000000010000002120001221010221121,1,-1.0
000000000100000012000002120001221010221121,1,-1.0
000000000120000012100002120001221010221121,1,-1.0
000200000120000012100002120101221010221121,1,-1.0
000200000120010012102002120101221010221121,1,-1.0
000200100120010012102002120101221210221121,1,-1.0
000200100120010012102002121101221212221121,1,-1.0
000000000000000000000000000000010000001002,4,0.5
000000000000000000000000000100010020001002,1,-1.0
000000000000000000000000000100010020201102,1,-1.0
000000000000000000000000000100010120201122,1,-1.0
000000000000000000010000002100010120201122,1,-1.0
000000000000000000010000002100010121221122,1,-1.0
000000000000000000011000202100010121221122,1,-1.0
000000000000000000011000212100012121221122,1,-1.0
000000000000020001011000212100012121221122,1,-1.0
000000000000020001211000212101012121221122,1,-1.0
000000000000000000000000000000000000021010,1,-1.0
000000000000000000010000002000000100021012,1,-1.0
000000000000100000010000002000000102021012,1,-1.0
000000000000100000010000002000020102121012,1,-1.0
000000000000100000010000002012020102121012,1,-1.0
000000000000100000010010002012220102121012,1,-1.0
000002000000100000010010002012220102121112,1,-1.0
000000000000000000000000000000000002001010,3,-0.3333333333333333
000000000000000000000000000000000002001112,2,-1.0
000000000000000000000000000000010002021112,1,-1.0
000000000000000000000000000000211002021112,1,-1.0
000000000000000000000002000000211012021112,1,-1.0
000000000000000000000000000000000010100002,1,1.0
000000000000000000000000000100000010102002,1,1.0
000000000000000000000000000100020010102012,1,1.0
000000000000000001000000200100020010102012,1,1.0
000000000000000001000000200100020211102012,1,1.0
000000000000000001001000202100020211102012,1,1.0
000000000000010001021000202100020211102012,1,1.0
000000000000000000000000000000000000112000,2,0.0
000000000000000000000001000000200000112000,1,1.0
000000000000000000000001000002200000112010,1,1.0
000000000000000010000001000002220000112010,1,1.0
000000000100000010000001000002220200112010,1,1.0
002000000100000010000001100002220200112010,1,1.0
002000000100000010000001100002220210112012,1,1.0
002000000100000011000001100202220210112012,1,1.0
002000000120000011000001101202220210112012,1,1.0
002000000120000011000001101212220212112012,1,1.0
002000000120000011020011101212220212112012,1,1.0
002000000120000011021211101212220212112012,1,1.0
002100000120200011021211101212220212112012,1,1.0
002100000120200011021211101212221212112212,1,1.0
000000000000000000000000000000000200001010,2,1.0
000000000000000000000000001000000200001210,1,1.0
000000000000000000000000001000012200001210,1,1.0
000000000000000000000000001010012202001210,1,1.0
000000000000000000020000101010012202001210,1,1.0
000000000000000001020000121010012202001210,1,1.0
000000000000000000000000000000000000210001,1,-1.0
000000000000000000000000000000100000212001,1,-1.0
000000000000000000000000000000110002212001,1,-1.0
000000000000000000000001200000110002212001,1,-1.0
000000000000000021000001200000110002212001,1,-1.0
000000000000000021000001200020110012212001,1,-1.0
000000000000000021000001200220110012212011,1,-1.0
000000000010000021000001200222110012212011,1,-1.0
000000000210000021000001200222110112212011,1,-1.0
000000000210000021000201201222110112212011,1,-1.0
000000000000000000000000000000000000021100,1,-1.0
000000000000000000000000000000002000021101,2,-1.0
000000000000000000000000000000102000021121,1,-1.0
000000000000000000000000000000122010021121,1,-1.0
000000000000000000000002000000122010121121,1,-1.0
000000000100000020000002000000122010121121,1,-1.0
000000000000000000000000000000000001002001,1,-1.0
000000000000000000000000000000010001022001,1,-1.0
000000000000000000000000000000010001022211,1,-1.0
000000000000000000000000000000010100021020,2,1.0
000000000000000000000000000000110100021022,1,1.0
000000000000000000000000000000110121021022,1,1.0
000000000000000000001000000200110121021022,1,1.0
000000000000000000001000200200110121121022,1,1.0
000000000000000000001010200202110121121022,1,1.0
000000000000000000001010200202111121121222,1,1.0
000000000000000000000000000000000000011002,3,1.0
000000000000000000000000000000200000011012,1,1.0
000000000000000000000000000000200100011212,1,1.0
000000000000000000000000001000200120011212,1,1.0
000000000000000000010000001000200122011212,1,1.0
000000000000000000000000000000000000101200,1,1.0
000000000000000000000000000000000000101221,1,1.0
000000000000000000000000000000020000111221,1,1.0
000000000000000000000000000002020001111221,1,1.0
000000000000000000000000000010000002001210,1,1.0
000000000000000000000000000010012002001210,1,1.0
000000000000000000100000020010012002001210,1,1.0
000000000000000000100000220010012002001211,1,1.0
000000000000000000100000221010012202001211,1,1.0
000000000010000002100000221010012202001211,1,1.0
000000000011000002100000221010012222001211,1,1.0
000000000011000002110000221210012222001211,1,1.0
000000000011200002111000221210012222001211,1,1.0
000000000011210002111000221210012222021211,1,1.0
000000000011210002111001221210212222021211,1,1.0
000001200011210002111001221210212222021211,1,1.0
000101200011210002111001221210212222221211,1,1.0
000101200011210002111011221212212222221211,1,1.0
000101200111210022111011221212212222221211,1,1.0
002101200111210022111111221212212222221211,1,1.0
002101201111210222111111221212212222221211,1,1.0
000000000000000000000000000010002001001200,1,-1.0
000000000000000000000000000010022001011200,1,-1.0
000000000000000000000000000010022001211201,1,-1.0
000000000000000000000100000010222001211201,1,-1.0
000000000000000000000000000000010000001200,6,0.6666666666666666
000000000000000000000000200000010000101200,1,1.0
000000000000000000000000200000012001101200,1,1.0
000000000000000000000000200000012001111202,1,1.0
000000000000000000000000000000010020021001,1,1.0
000000000000000000000000000000010120021021,1,1.0
000000000000000000000000200000110120021021,1,1.0
000000000000000000010000202000110120021021,1,1.0
000000000000000002010000202000110121021021,1,1.0
000000000000000002010100202020110121021021,1,1.0
000100000020000002010100202020110121021021,1,1.0
000100000020002002010101202020110121021021,1,1.0
000100000020102022010101202020110121021021,1,1.0
000101020020102022010101202020110121021021,1,1.0
000101020020102022010101202020111121021221,1,1.0
000000000000000000000000000000020001001210,1,-1.0
000000000000000000000000000000022001011210,1,-1.0
000000000000000000000000000000022101211210,1,-1.0
000000000000000000000000010002022101211210,1,-1.0
000000000000000000000000200000010000001102,1,1.0
000000000000000002000000200000010000011102,1,1.0
000000000000000002000000200000010000111122,1,1.0
000000000000000000000000000000000000011200,2,1.0
000000000000000000000000000000021000011200,1,1.0
000000000000000000000000200000021000111200,1,1.0
000000000000000000000000200002021001111200,1,1.0
000000000000000000000000000000010000012000,4,0.5
000000000000000000000000000000110000012002,1,1.0
000000000000000000000002000000110000012102,1,1.0
000000000000000001000002200000110000012102,1,1.0
000000000000000001000002200000112010012102,1,1.0
000000000000000021000002200000112010012112,1,1.0
001000000200000021000002200000112010012112,1,1.0
001000000200000021000002200100112012012112,1,1.0
001000000200000021000002200110112012212112,1,1.0
001000000200000021001002200112112012212112,1,1.0
001000000200010021001022200112112012212112,1,1.0
000000000000000000000000000000001000001200,4,-0.5
000000000000000000000000010000001000201200,1,-1.0
000000000000000000000000010000021000201201,1,-1.0
000000000000000000000000010100021020201201,1,-1.0
000000000000000000200000010100021020201211,1,-1.0
000000000000000000201000210100021020201211,1,-1.0
000000000000000002201000210100021120201211,1,-1.0
000000000000000000000000000000000000002011,2,-1.0
000000000000000000000000000000000010022011,1,-1.0
000000000000000000000000000000000011222011,1,-1.0
000000000000000000000000010000002000001201,2,0.0
000000000000000000000000010000022010001201,1,-1.0
000000000000000000000000210100022010001201,1,-1.0
000000000000000000102000210100022010001201,1,-1.0
000000000010000002102000210100022010001201,1,-1.0
000000000012000002102000210100022010011201,1,-1.0
000000000012000002102000210100222011011201,1,-1.0
000000000012000002102000210101222011211201,1,-1.0
000000000012000002102020210111222011211201,1,-1.0
000000000012000202102120210111222011211201,1,-1.0
000000000000000000000000000000200000011000,3,1.0
000000000000000000000000000000210000011200,1,1.0
000000000000000000000000200000210000111200,1,1.0
000000000000000000000001200000210002111200,1,1.0
000000000000000020000001200000211002111200,1,1.0
000000000000000020000001200000211012111202,1,1.0
000000000000000022000001210000211012111202,1,1.0
000000000200000022000001210000211012111212,1,1.0
000000000220000022000001210000211112111212,1,1.0
000000000000000000000000000000000200012011,1,1.0
000000000000000000010000002000000200012011,1,1.0
000000000000000000010000002000020210012011,1,1.0
000000000000000000010000202100020210012011,1,1.0
000000000000000001012000202100020210012011,1,1.0
000000000000000001012000202100021210012211,1,1.0
000000000000000001012001202100221210012211,1,1.0
000000000000100021012001202100221210012211,1,1.0
000000000020100021012001202100221211012211,1,1.0
000001000020100021012001202120221211012211,1,1.0
000001000020100021012201212120221211012211,1,1.0
000001000021100021212201212120221211012211,1,1.0
000000000000000000000000000000000002001100,2,1.0
000000000000000000000000000000000002021110,1,1.0
000000000000000000000000000000020002021111,1,1.0
000000000000000000000001000000200000011200,1,1.0
000000000000000000000001000000201002011200,2,1.0
000000000000000000000001000000211002011202,1,1.0
000000000000000000100001020000211002011202,1,1.0
000000000000000000100001220000211012011202,1,1.0
000000000010000002100001220000211012011202,1,1.0
000100000012000002100001220000211012011202,1,1.0
000100000012000002100001220000211112011222,1,1.0
000000000000000000000000000000000000020011,1,1.0
000000000000000000000000000000000000122011,1,1.0
000000000000000000000000000000010020122011,1,1.0
000000000000000000000000000000110020122211,1,1.0
000000000000000000000000000002110120122211,1,1.0
000000000000000000000000010002112120122211,1,1.0
000000000000000000100000012002112120122211,1,1.0
000000000000000001100000212002112120122211,1,1.0
000000000000000000000000000000000001010200,1,1.0
000000000000000000000000000000000001012201,1,1.0
000000000000000000000000000000102001012201,1,1.0
000000000000000000000000000000122001112201,1,1.0
000000000000000000000000100000122021112201,1,1.0
000000000000000000000001100200122021112201,1,1.0
000000000000000012000001100200122021112201,1,1.0
000000000000000000000000200000010000101020,1,1.0
000000000000000000000000200000010000111022,1,1.0
000000000000000000000000200000010001111222,1,1.0
000000000000000000000000000000020001001000,2,-1.0
000000000000000000000000000000020001011002,1,-1.0
000000000000000000000000000000020011211002,1,-1.0
000000000000000000000000200000020011211102,1,-1.0
000000000000000000000000200001020011211122,1,-1.0
000000000000000001000000200001022011211122,1,-1.0
000000000000000001000000200001122211211122,1,-1.0
000000000000000001000002201001122211211122,1,-1.0
000000000000000000000000000000001000002100,7,0.7142857142857143
000000000000000000000000100000021000002100,2,1.0
000000000000000000000000110000021000002102,1,1.0
000000000000000000100000110000021020002102,1,1.0
000000000000000000000000000000020000011000,4,0.0
000000000000000000000000000000020000211010,1,-1.0
000000000000000000000000000000020100211210,1,-1.0
000000000000000000000000001000022100211210,1,-1.0
000000000000000000020000011000022100211210,1,-1.0
000000000000000000020000011001022100211212,1,-1.0
000000000000000000020020111001022100211212,1,-1.0
000000000000100002020020111001022100211212,1,-1.0
000000000000100102220020111001022100211212,1,-1.0
000001002000100102220020111001022100211212,1,-1.0
000001002002100102220020111001022101211212,1,-1.0
020001002002100102220020111001022111211212,1,-1.0
020011002002100102220020111201022111211212,1,-1.0
000000000000000000000000000000020000001010,3,1.0
000000000000000000000000000000020100021010,1,1.0
